Date,Open,High,Low,Close,Volume,openinterest,Date,SPX Close,Open Interest,Noncommercial Long,Noncommercial Short,Noncommercial Net,Noncommercial Spreads,Commercial Long,Commercial Short,Commercial Net,Total Long,Total Short,Total Net,Nonreportable Positions Long,Nonreportable Positions Short,Nonreportable Net,Noncommercial Long % of OI,Noncommercial Short % of OI,Noncommerical Net % of OI,Noncommercial Net % of OI 1 year percentile,Noncommercial Net % of OI 2 year percentile,Noncommercial Net % of OI 5 year percentile,Noncommercial Spreads % of OI,Commercial Long % of OI,Commercial Short % of OI,Commerical Net % of OI,Commercial Net % of OI 1 year percentile,Commercial Net % of OI 2 year percentile,Commercial Net % of OI 5 year percentile,Total Long % of OI,Total Short % of OI,Total Net % of OI,Total Net % of OI 1 year percentile,Total Net % of OI 2 year percentile,Total Net % of OI 5 year percentile,Nonreportable Positions Long % of OI,Nonreportable Positions Short % of OI,NonReportable Net % of OI,Nonreportable Net % of OI 1 year percentile,Nonreportable Net % of OI 2 year percentile,Nonreportable Net % of OI 5 year percentile
3/28/2006,#N/A,1306.24,1291.84,1293.23,0,0,3/28/2006,1293.23,3.2296E+11,35485942521,40509919101,-5023976581,13757891523,1.98334E+11,2.15752E+11,-17418347030,2.47577E+11,2.7002E+11,-22442582257,75382163512,52939516594,22442646918,10.99%,12.54%,-1.56%,51.00%,60.20%,63.50%,4.26%,61.41%,66.80%,-5.39%,47.10%,46.60%,57.30%,76.66%,83.61%,-6.95%,43.10%,57.30%,82.70%,23.34%,16.39%,6.95%,56.90%,42.70%,17.30%
3/21/2006,1305.08,1310.88,1295.82,1297.23,214736992,0,3/21/2006,1297.23,3.28663E+11,39934139861,38005843664,1928296197,15009664872,1.94901E+11,2.19312E+11,-24410374299,2.49845E+11,2.72327E+11,-22482078102,78817617140,56335214731,22482402409,12.15%,11.56%,0.59%,94.10%,87.40%,90.80%,4.57%,59.30%,66.73%,-7.43%,7.80%,17.50%,37.30%,76.02%,82.86%,-6.84%,47.10%,61.20%,84.20%,23.98%,17.14%,6.84%,52.90%,38.80%,15.80%
3/14/2006,1284.13,1298.14,1282.67,1297.48,216527008,0,3/14/2006,1297.48,4.03708E+11,42499137808,40677357186,1821780622,27322136350,2.43017E+11,2.67589E+11,-24572832172,3.12837E+11,3.35589E+11,-22751051550,90870117270,68119390090,22750727180,10.53%,10.08%,0.45%,92.20%,86.40%,89.60%,6.77%,60.20%,66.28%,-6.09%,31.40%,35.90%,49.60%,77.49%,83.13%,-5.64%,90.20%,92.20%,96.90%,22.51%,16.87%,5.64%,9.80%,7.80%,3.10%
3/7/2006,1278.26,1278.26,1271.11,1275.88,0,0,3/7/2006,1275.88,3.55825E+11,40598608458,42745334852,-2146726394,22767660214,2.15249E+11,2.38504E+11,-23254701588,2.78615E+11,3.04017E+11,-25402292760,77210380800,51808407010,25401973790,11.41%,12.01%,-0.60%,76.50%,75.70%,75.80%,6.40%,60.49%,67.03%,-6.54%,21.60%,29.10%,45.40%,78.30%,85.44%,-7.14%,41.20%,55.30%,81.90%,21.70%,14.56%,7.14%,58.80%,44.70%,18.10%
2/28/2006,1294.12,1294.12,1278.66,1280.66,237086000,0,2/28/2006,1280.66,3.34566E+11,40694169696,42907014903,-2212845207,14970216525,2.03774E+11,2.25379E+11,-21604964808,2.59439E+11,2.83257E+11,-23818038154,75127630298,51309592144,23818038154,12.16%,12.82%,-0.66%,72.50%,73.80%,74.20%,4.47%,60.91%,67.36%,-6.46%,23.50%,30.10%,46.90%,77.54%,84.66%,-7.12%,43.10%,56.30%,82.30%,22.46%,15.34%,7.12%,56.90%,43.70%,17.70%
2/21/2006,1287.24,1291.92,1281.33,1283.04,210432000,0,2/21/2006,1283.04,3.31624E+11,39792152736,41855842368,-2063689632,13309467840,2.03046E+11,2.22899E+11,-19852971480,2.56148E+11,2.78065E+11,-21916566648,75475949544,53559288432,21916661112,12.00%,12.62%,-0.62%,74.50%,74.80%,74.20%,4.01%,61.23%,67.21%,-5.99%,33.30%,35.00%,50.40%,77.24%,83.85%,-6.61%,64.70%,70.90%,88.10%,22.76%,16.15%,6.61%,35.30%,29.10%,11.90%
2/14/2006,1262.86,1278.21,1260.8,1275.53,243794000,0,2/14/2006,1275.53,3.25745E+11,40069296493,40545025891,-475729398,14735862740,1.97929E+11,2.1858E+11,-20650511368,2.52735E+11,2.73861E+11,-21125921884,73009886161,51883645395,21126240766,12.30%,12.45%,-0.15%,82.40%,80.60%,80.80%,4.52%,60.76%,67.10%,-6.34%,29.40%,32.00%,48.80%,77.59%,84.07%,-6.49%,70.60%,73.80%,89.20%,22.41%,15.93%,6.49%,29.40%,26.20%,10.80%
2/7/2006,1265.02,1265.78,1253.61,1254.78,0,0,2/7/2006,1254.78,3.23294E+11,41625058041,43134924807,-1509866766,13862350512,1.93379E+11,2.1395E+11,-20570876100,2.48866E+11,2.70947E+11,-22081119300,74428147710,52347252906,22080894804,12.88%,13.34%,-0.47%,80.40%,78.60%,76.50%,4.29%,59.82%,66.18%,-6.36%,29.40%,31.10%,48.80%,76.98%,83.81%,-6.83%,54.90%,65.00%,85.80%,23.02%,16.19%,6.83%,45.10%,35.00%,14.20%
1/31/2006,1285.2,1285.2,1276.85,1280.08,0,0,1/31/2006,1280.08,3.2796E+11,42963233430,37897453378,5065780052,13246441644,1.95655E+11,2.22788E+11,-27133196060,2.51865E+11,2.73932E+11,-22066929410,76095180312,54027930882,22067249430,13.10%,11.56%,1.54%,100.00%,90.30%,92.70%,4.04%,59.66%,67.93%,-8.27%,3.90%,10.70%,35.00%,76.80%,83.53%,-6.73%,62.70%,69.90%,87.70%,23.20%,16.47%,6.73%,37.30%,30.10%,12.30%
1/24/2006,1263.82,1271.47,1263.82,1266.86,260872000,0,1/24/2006,1266.86,3.18199E+11,39547156181,39473792601,73363580,11686623832,1.93805E+11,2.15007E+11,-21201986285,2.45039E+11,2.66167E+11,-21128559362,73159993720,52031371015,21128622705,12.43%,12.41%,0.02%,88.20%,83.50%,82.30%,3.67%,60.91%,67.57%,-6.66%,27.50%,24.30%,45.40%,77.01%,83.65%,-6.64%,66.70%,71.80%,88.50%,22.99%,16.35%,6.64%,33.30%,28.20%,11.50%
1/17/2006,1287.61,1287.61,1278.61,1282.93,217996992,0,1/17/2006,1282.93,3.25685E+11,38105544953,36724709385,1380835568,15299558367,1.96865E+11,2.19065E+11,-22199447022,2.50271E+11,2.71089E+11,-20818547307,75414536632,54595989325,20818547307,11.70%,11.28%,0.42%,94.10%,87.40%,86.50%,4.70%,60.45%,67.26%,-6.82%,19.60%,19.40%,43.80%,76.84%,83.24%,-6.39%,72.50%,75.70%,90.00%,23.16%,16.76%,6.39%,27.50%,24.30%,10.00%
1/10/2006,1290.15,1290.15,1283.76,1289.69,237308000,0,1/10/2006,1289.69,3.24983E+11,37635915751,35397685089,2238230662,14921833163,1.99178E+11,2.20761E+11,-21583489236,2.51735E+11,2.71081E+11,-19345258574,73248131345,53902872771,19345258574,11.58%,10.89%,0.69%,96.10%,89.30%,88.10%,4.59%,61.29%,67.93%,-6.64%,29.40%,23.30%,46.20%,77.46%,83.41%,-5.95%,80.40%,85.40%,94.20%,22.54%,16.59%,5.95%,19.60%,14.60%,5.80%
1/3/2006,1248.29,1270.22,1245.77,1268.8,0,0,1/3/2006,1268.8,3.05313E+11,36973035436,32825517038,4147518398,11943588064,1.87184E+11,2.15133E+11,-27949119070,2.361E+11,2.59901E+11,-23801312858,69212484586,45411108288,23801376298,12.11%,10.75%,1.36%,96.10%,90.30%,90.80%,3.91%,61.31%,70.46%,-9.15%,5.90%,6.80%,30.40%,77.33%,85.13%,-7.80%,37.30%,36.90%,72.30%,22.67%,14.87%,7.80%,62.70%,63.10%,27.70%
12/27/2005,1268.66,1271.83,1256.54,1256.54,154047008,0,12/27/2005,1256.54,2.95956E+11,32314259075,30706692889,1607566186,10352615536,1.84153E+11,2.09266E+11,-25113223857,2.2682E+11,2.50326E+11,-23505720498,69136173900,45630453402,23505720498,10.92%,10.38%,0.54%,94.10%,90.30%,87.30%,3.50%,62.22%,70.71%,-8.49%,7.80%,8.70%,35.40%,76.64%,84.58%,-7.94%,33.30%,35.00%,71.50%,23.36%,15.42%,7.94%,66.70%,65.00%,28.50%
12/20/2005,1259.92,1263.86,1257.21,1259.62,0,0,12/20/2005,1259.62,2.96687E+11,33682869429,32800821878,882047551,10759925964,1.8276E+11,2.07195E+11,-24434707717,2.27202E+11,2.50755E+11,-23552975071,69483764043,45931040896,23552723147,11.35%,11.06%,0.30%,92.20%,90.30%,85.40%,3.63%,61.60%,69.84%,-8.24%,9.80%,8.70%,36.50%,76.58%,84.52%,-7.94%,35.30%,35.90%,71.90%,23.42%,15.48%,7.94%,64.70%,64.10%,28.10%
12/13/2005,1260.43,1272.11,1258.56,1267.43,0,0,12/13/2005,1267.43,3.89439E+11,42015778538,41587812947,427965591,30560293174,2.33053E+11,2.54828E+11,-21774901724,3.05629E+11,3.26976E+11,-21347162633,83810558035,62463458773,21347099262,10.79%,10.68%,0.11%,90.20%,90.30%,83.50%,7.85%,59.84%,65.43%,-5.59%,41.20%,31.10%,56.20%,78.48%,83.96%,-5.48%,92.20%,94.20%,97.70%,21.52%,16.04%,5.48%,7.80%,5.80%,2.30%
12/6/2005,1262.09,1272.89,1262.09,1263.7,0,0,12/6/2005,1263.7,3.4816E+11,40947932813,40975708760,-27775947,21612721086,2.06954E+11,2.28161E+11,-21207328812,2.69515E+11,2.9075E+11,-21235041574,78645525341,57410646658,21234878683,11.76%,11.77%,-0.01%,86.30%,89.30%,81.90%,6.21%,59.44%,65.53%,-6.09%,33.30%,24.30%,50.40%,77.41%,83.51%,-6.10%,76.50%,82.50%,93.10%,22.59%,16.49%,6.10%,23.50%,17.50%,6.90%
11/29/2005,1257.46,1266.18,1257.46,1257.48,226834000,0,11/29/2005,1257.48,3.31019E+11,38789206855,42655301224,-3866094369,16903759076,2.01165E+11,2.16838E+11,-15672331377,2.56858E+11,2.76397E+11,-19538391097,74160852995,54622175753,19538677242,11.72%,12.89%,-1.17%,72.50%,80.60%,68.50%,5.11%,60.77%,65.51%,-4.73%,60.80%,45.60%,66.90%,77.60%,83.50%,-5.90%,84.30%,88.30%,95.40%,22.40%,16.50%,5.90%,15.70%,11.70%,4.60%
11/22/2005,1254.85,1261.9,1251.4,1261.23,229142000,0,11/22/2005,1261.23,3.28298E+11,36992109329,45240838556,-8248729227,16273648026,2.00365E+11,2.09388E+11,-9023401962,2.5363E+11,2.70903E+11,-17272293483,74667982167,57395310315,17272671852,11.27%,13.78%,-2.51%,54.90%,66.00%,53.80%,4.96%,61.03%,63.78%,-2.75%,88.20%,68.90%,86.50%,77.26%,82.52%,-5.26%,96.10%,97.10%,98.80%,22.74%,17.48%,5.26%,3.90%,2.90%,1.20%
11/15/2005,1233.76,1237.94,1226.41,1229.01,235936992,0,11/15/2005,1229.01,3.14042E+11,32450462894,42487840195,-10037377301,17729826172,1.95129E+11,2.02272E+11,-7143654837,2.45309E+11,2.6249E+11,-17181032138,68733365124,51552114312,17181250812,10.33%,13.53%,-3.20%,29.40%,50.50%,43.50%,5.65%,62.13%,64.41%,-2.27%,90.20%,72.80%,88.80%,78.11%,83.58%,-5.47%,94.10%,96.10%,98.50%,21.89%,16.42%,5.47%,5.90%,3.90%,1.50%
11/8/2005,1222.81,1222.81,1216.08,1218.59,0,0,11/8/2005,1218.59,3.09365E+11,30527004330,43431731161,-12904726831,16826597362,1.94551E+11,1.99399E+11,-4847933789,2.41904E+11,2.59657E+11,-17752660620,67460420795,49707760176,17752660620,9.87%,14.04%,-4.17%,13.70%,37.90%,25.40%,5.44%,62.89%,64.45%,-1.57%,94.10%,83.50%,93.50%,78.19%,83.93%,-5.74%,92.20%,93.20%,97.30%,21.81%,16.07%,5.74%,7.80%,6.80%,2.70%
11/1/2005,1207.01,1207.34,1201.77,1202.76,245784992,0,11/1/2005,1202.76,3.02351E+11,30224708848,42864469922,-12639761074,15683338698,1.91527E+11,1.95349E+11,-3821966512,2.37435E+11,2.53897E+11,-16461999129,64916019539,48454291953,16461727586,10.00%,14.18%,-4.18%,11.80%,37.90%,25.00%,5.19%,63.35%,64.61%,-1.26%,96.10%,90.30%,96.20%,78.53%,83.97%,-5.44%,96.10%,97.10%,98.80%,21.47%,16.03%,5.44%,3.90%,2.90%,1.20%
10/25/2005,1199.38,1201.3,1189.29,1196.54,231247008,0,10/25/2005,1196.54,3.00414E+11,29458637270,45876671839,-16418034569,13980682467,1.91553E+11,1.90732E+11,820868402,2.34992E+11,2.50589E+11,-15597525129,65421951710,49824215636,15597736074,9.81%,15.27%,-5.47%,0.00%,25.20%,12.70%,4.65%,63.76%,63.49%,0.27%,100.00%,100.00%,100.00%,78.22%,83.41%,-5.19%,98.00%,99.00%,99.60%,21.78%,16.59%,5.19%,2.00%,1.00%,0.40%
10/18/2005,1190.1,1190.1,1178.13,1178.14,0,0,10/18/2005,1178.14,3.01602E+11,31222180580,42288328234,-11066147654,20671415635,1.85944E+11,1.92361E+11,-6417512504,2.37837E+11,2.55321E+11,-17483365623,63764667514,46281301891,17483365623,10.35%,14.02%,-3.67%,13.70%,42.70%,30.80%,6.85%,61.65%,63.78%,-2.13%,98.00%,80.60%,91.90%,78.86%,84.65%,-5.80%,92.20%,95.10%,98.10%,21.14%,15.35%,5.80%,7.80%,4.90%,1.90%
10/11/2005,1187.33,1193.02,1183.16,1184.87,0,0,10/11/2005,1184.87,2.95484E+11,30926631916,39095199635,-8168567720,21036726467,1.80464E+11,1.91823E+11,-11359118626,2.32427E+11,2.51955E+11,-19527686345,63056931147,43529007828,19527923319,10.47%,13.23%,-2.76%,37.30%,61.20%,48.10%,7.12%,61.07%,64.92%,-3.84%,84.30%,62.10%,80.80%,78.66%,85.27%,-6.61%,78.40%,83.50%,93.10%,21.34%,14.73%,6.61%,21.60%,16.50%,6.90%
10/4/2005,1226.7,1229.88,1214.02,1214.47,234142000,0,10/4/2005,1214.47,2.87542E+11,29565099432,36205095676,-6639996244,16399782661,1.77929E+11,1.90796E+11,-12866763570,2.23894E+11,2.43401E+11,-19506456197,63647299918,44140629785,19506670133,10.28%,12.59%,-2.31%,49.00%,69.90%,54.60%,5.70%,61.88%,66.35%,-4.47%,78.40%,53.40%,74.20%,77.87%,84.65%,-6.78%,72.50%,80.60%,91.90%,22.13%,15.35%,6.78%,27.50%,19.40%,8.10%
9/27/2005,1215.63,1220.17,1211.11,1215.66,197627008,0,9/27/2005,1215.66,2.84844E+11,27464511412,35682784492,-8218273080,13864700424,1.78039E+11,1.91549E+11,-13510106997,2.19368E+11,2.41097E+11,-21728380077,65475408536,43747028459,21728380077,9.64%,12.53%,-2.89%,29.40%,59.20%,45.80%,4.87%,62.50%,67.25%,-4.74%,72.50%,47.60%,70.00%,77.01%,84.64%,-7.63%,47.10%,54.40%,80.40%,22.99%,15.36%,7.63%,52.90%,45.60%,19.60%
9/20/2005,1231.02,1236.49,1220.07,1221.34,0,0,9/20/2005,1221.34,2.80122E+11,25038060759,35844349184,-10806288425,14041354517,1.79041E+11,1.87164E+11,-8122870667,2.1812E+11,2.37049E+11,-18929525494,62002400511,43073180352,18929220159,8.94%,12.80%,-3.86%,11.80%,43.70%,28.50%,5.01%,63.92%,66.81%,-2.90%,96.10%,71.80%,87.30%,77.87%,84.62%,-6.76%,72.50%,81.60%,91.90%,22.13%,15.38%,6.76%,27.50%,18.40%,8.10%
9/13/2005,1240.57,1240.57,1231.2,1231.2,0,0,9/13/2005,1231.2,3.58236E+11,30212211795,47236185185,-17023973390,22117127120,2.29692E+11,2.32919E+11,-3226793815,2.82022E+11,3.02272E+11,-20250242230,76214553605,55964003575,20250550030,8.43%,13.19%,-4.75%,0.00%,36.90%,17.30%,6.17%,64.12%,65.02%,-0.90%,100.00%,94.20%,97.70%,78.73%,84.38%,-5.65%,94.10%,97.10%,98.50%,21.27%,15.62%,5.65%,5.90%,2.90%,1.50%
9/6/2005,1218.02,1233.57,1218.02,1233.39,0,0,9/6/2005,1233.39,3.21836E+11,28569096198,43805874195,-15236777997,19755603376,2.04141E+11,2.13261E+11,-9120165681,2.52466E+11,2.76822E+11,-24356418645,69370739364,45013950703,24356788662,8.88%,13.61%,-4.73%,0.00%,37.90%,17.70%,6.14%,63.43%,66.26%,-2.83%,100.00%,74.80%,88.50%,78.45%,86.01%,-7.57%,49.00%,58.30%,81.50%,21.55%,13.99%,7.57%,51.00%,41.70%,18.50%
8/30/2005,1212.28,1212.28,1201.07,1208.41,191647008,0,8/30/2005,1208.41,3.02437E+11,27969312352,41879216497,-13909904145,17280700111,1.92416E+11,2.01959E+11,-9542588522,2.37666E+11,2.61119E+11,-23452794770,64770766333,41317971564,23452794770,9.25%,13.85%,-4.60%,0.00%,37.90%,18.50%,5.71%,63.62%,66.78%,-3.16%,100.00%,70.90%,86.90%,78.58%,86.34%,-7.75%,43.10%,53.40%,78.50%,21.42%,13.66%,7.75%,56.90%,46.60%,21.50%
8/23/2005,1221.73,1223.04,1214.44,1217.59,167862000,0,8/23/2005,1217.59,2.99483E+11,29144860708,39751578541,-10606717833,14714962077,1.91132E+11,2.04577E+11,-13444844194,2.34992E+11,2.59044E+11,-24052141029,64491708778,40439628629,24052080149,9.73%,13.27%,-3.54%,9.80%,50.50%,33.80%,4.91%,63.82%,68.31%,-4.49%,86.30%,53.40%,75.80%,78.47%,86.50%,-8.03%,35.30%,50.50%,76.50%,21.53%,13.50%,8.03%,64.70%,49.50%,23.50%
8/16/2005,1233.87,1233.87,1219.05,1219.34,182040992,0,8/16/2005,1219.34,3.00189E+11,30756073795,39255088257,-8499014462,16147884812,1.88455E+11,2.04588E+11,-16133475175,2.35359E+11,2.59992E+11,-24632794472,64830257995,40197554652,24632703343,10.25%,13.08%,-2.83%,27.50%,62.10%,45.00%,5.38%,62.78%,68.15%,-5.37%,58.80%,35.00%,64.20%,78.40%,86.61%,-8.21%,31.40%,48.50%,74.20%,21.60%,13.39%,8.21%,68.60%,51.50%,25.80%
8/9/2005,1223.13,1234.11,1223.13,1231.38,189752000,0,8/9/2005,1231.38,2.98039E+11,29808827484,34069470387,-4260642903,15485547753,1.87154E+11,2.05091E+11,-17937944562,2.32448E+11,2.54647E+11,-22198677891,65591195760,43392517869,22198677891,10.00%,11.43%,-1.43%,54.90%,77.70%,59.60%,5.20%,62.79%,68.81%,-6.02%,45.10%,28.20%,56.90%,77.99%,85.44%,-7.45%,45.10%,61.20%,83.50%,22.01%,14.56%,7.45%,54.90%,38.80%,16.50%
8/2/2005,1235.35,1244.69,1235.35,1244.12,204312000,0,8/2/2005,1244.12,3.00328E+11,29543117706,34330894443,-4787776737,15410637416,1.88941E+11,2.06342E+11,-17400994028,2.33895E+11,2.56083E+11,-22188459735,66433368222,44244908487,22188459735,9.84%,11.43%,-1.59%,54.90%,77.70%,57.30%,5.13%,62.91%,68.71%,-5.79%,51.00%,32.00%,60.40%,77.88%,85.27%,-7.39%,51.00%,66.00%,85.40%,22.12%,14.73%,7.39%,49.00%,34.00%,14.60%
7/26/2005,1229.03,1234.42,1229.03,1231.16,0,0,7/26/2005,1231.16,2.9153E+11,27779459656,31034621524,-3255161868,12266455936,1.84331E+11,2.03992E+11,-19660305997,2.24377E+11,2.47293E+11,-22915221633,67152750495,44237221072,22915529423,9.53%,10.65%,-1.12%,62.70%,81.60%,61.90%,4.21%,63.23%,69.97%,-6.74%,37.30%,24.30%,53.10%,76.97%,84.83%,-7.86%,35.30%,54.40%,78.80%,23.03%,15.17%,7.86%,64.70%,45.60%,21.20%
7/19/2005,1221.13,1230.34,1221.13,1229.35,204128000,0,7/19/2005,1229.35,2.89986E+11,27644393130,28893483860,-1249090730,11540835683,1.84114E+11,2.03863E+11,-19748881314,2.23299E+11,2.44297E+11,-20998619634,66687408222,45689157393,20998250829,9.53%,9.96%,-0.43%,76.50%,88.30%,69.60%,3.98%,63.49%,70.30%,-6.81%,33.30%,22.30%,52.70%,77.00%,84.24%,-7.24%,60.80%,72.80%,88.10%,23.00%,15.76%,7.24%,39.20%,27.20%,11.90%
7/12/2005,1219.44,1225.54,1216.6,1222.21,193200992,0,7/12/2005,1222.21,2.92959E+11,25190246505,29991662723,-4801416218,14645960022,1.87752E+11,2.03617E+11,-15864794633,2.27588E+11,2.48254E+11,-20665690983,65370591955,44704686658,20665905298,8.60%,10.24%,-1.64%,58.80%,79.60%,56.90%,5.00%,64.09%,69.50%,-5.42%,49.00%,35.00%,63.50%,77.69%,84.74%,-7.05%,64.70%,77.70%,90.00%,22.31%,15.26%,7.05%,35.30%,22.30%,10.00%
7/5/2005,1194.44,1206.34,1192.49,1204.99,180582000,0,7/5/2005,1204.99,2.77602E+11,25971768738,27923078366,-1951309628,11478450049,1.79224E+11,1.9854E+11,-19315911087,2.16674E+11,2.37941E+11,-21267067093,60927558942,39660190602,21267368340,9.36%,10.06%,-0.70%,72.50%,86.40%,66.20%,4.13%,64.56%,71.52%,-6.96%,31.40%,21.40%,52.30%,78.05%,85.71%,-7.66%,47.10%,61.20%,81.50%,21.95%,14.29%,7.66%,52.90%,38.80%,18.50%
6/28/2005,1190.69,1202.54,1190.69,1201.57,0,0,6/28/2005,1201.57,2.75906E+11,24189705443,25906001921,-1716296478,10523950845,1.79789E+11,1.99325E+11,-19536490395,2.14502E+11,2.35755E+11,-21252993862,61404062863,40151275990,21252786873,8.77%,9.39%,-0.62%,74.50%,87.40%,66.20%,3.81%,65.16%,72.24%,-7.08%,29.40%,20.40%,51.90%,77.74%,85.45%,-7.70%,47.10%,60.20%,80.80%,22.26%,14.55%,7.70%,52.90%,39.80%,19.20%
6/21/2005,1216.1,1217.13,1211.86,1213.61,172070000,0,6/21/2005,1213.61,2.73447E+11,23788640190,26503051106,-2714410916,10725865922,1.77843E+11,1.93883E+11,-16039875319,2.12358E+11,2.31112E+11,-18754346915,61089414118,42335276310,18754137808,8.70%,9.69%,-0.99%,72.50%,86.40%,62.70%,3.92%,65.04%,70.90%,-5.87%,43.10%,33.00%,60.40%,77.66%,84.52%,-6.86%,72.50%,81.60%,91.20%,22.34%,15.48%,6.86%,27.50%,18.40%,8.80%
6/14/2005,1200.82,1207.53,1200.18,1203.91,169815008,0,6/14/2005,1203.91,3.44099E+11,31401178264,35695295891,-4294117627,19735539426,2.17231E+11,2.33409E+11,-16178446297,2.68368E+11,2.8884E+11,-20472262946,75731366613,55258949398,20472417215,9.13%,10.37%,-1.25%,68.60%,84.50%,60.40%,5.74%,63.13%,67.83%,-4.70%,74.50%,51.50%,73.10%,77.99%,83.94%,-5.95%,94.10%,95.10%,97.70%,22.01%,16.06%,5.95%,5.90%,4.90%,2.30%
6/7/2005,1197.51,1208.85,1197.26,1197.26,185136992,0,6/7/2005,1197.26,3.14344E+11,32042677775,34675991145,-2633313370,18347482052,1.93112E+11,2.09454E+11,-16341205679,2.43503E+11,2.62477E+11,-18974072881,70841542079,51866963167,18974578912,10.19%,11.03%,-0.84%,74.50%,87.40%,62.70%,5.84%,61.43%,66.63%,-5.20%,51.00%,38.80%,66.50%,77.46%,83.50%,-6.04%,88.20%,92.20%,96.20%,22.54%,16.50%,6.04%,11.80%,7.80%,3.80%
5/31/2005,1198.78,1198.78,1191.5,1191.5,184068000,0,5/31/2005,1191.5,3.05421E+11,30668535641,36326564535,-5658028894,16850257005,1.87616E+11,2.01906E+11,-14289388026,2.35135E+11,2.55083E+11,-19947416920,70286114074,50338399279,19947714795,10.04%,11.89%,-1.85%,62.70%,81.60%,53.80%,5.52%,61.43%,66.11%,-4.68%,72.50%,52.40%,73.80%,76.99%,83.52%,-6.53%,80.40%,87.40%,93.50%,23.01%,16.48%,6.53%,19.60%,12.60%,6.50%
5/24/2005,1193.86,1195.29,1189.87,1194.07,0,0,5/24/2005,1194.07,3.05248E+11,30651236419,38607352964,-7956116545,16645534460,1.89311E+11,1.99601E+11,-10289547793,2.36608E+11,2.54854E+11,-18245664338,68640699117,50394975075,18245724042,10.04%,12.65%,-2.61%,52.90%,75.70%,47.70%,5.45%,62.02%,65.39%,-3.37%,92.20%,70.90%,86.90%,77.51%,83.49%,-5.98%,88.20%,94.20%,97.30%,22.49%,16.51%,5.98%,11.80%,5.80%,2.70%
5/17/2005,1165.69,1174.35,1159.86,1173.8,188726000,0,5/17/2005,1173.8,3.00175E+11,28644767335,39071822160,-10427054825,18528339070,1.8471E+11,1.96034E+11,-11324014125,2.31883E+11,2.53634E+11,-21751010260,68291826370,46540816110,21751010260,9.54%,13.02%,-3.47%,29.40%,59.20%,34.60%,6.17%,61.53%,65.31%,-3.77%,84.30%,64.10%,83.10%,77.25%,84.50%,-7.25%,62.70%,76.70%,86.50%,22.75%,15.50%,7.25%,37.30%,23.30%,13.50%
5/10/2005,1178.84,1178.84,1162.98,1166.22,0,0,5/10/2005,1166.22,2.97351E+11,30378999986,39430282571,-9051282585,18103560920,1.82455E+11,1.933E+11,-10844185085,2.30938E+11,2.50834E+11,-19895525981,66413299330,46517831660,19895467670,10.22%,13.26%,-3.04%,35.30%,67.00%,41.50%,6.09%,61.36%,65.01%,-3.65%,84.30%,65.00%,84.20%,77.67%,84.36%,-6.69%,78.40%,88.30%,93.10%,22.33%,15.64%,6.69%,21.60%,11.70%,6.90%
5/3/2005,1162.16,1166.89,1156.71,1161.17,216702000,0,5/3/2005,1161.17,2.91431E+11,29328042613,36884091909,-7556049296,16938026921,1.80647E+11,1.92706E+11,-12058167458,2.26913E+11,2.46528E+11,-19614158695,64518065014,44903848260,19614216754,10.06%,12.66%,-2.59%,54.90%,76.70%,46.90%,5.81%,61.99%,66.12%,-4.14%,74.50%,58.30%,80.00%,77.86%,84.59%,-6.73%,76.50%,88.30%,92.30%,22.14%,15.41%,6.73%,23.50%,11.70%,7.70%
4/26/2005,1162.1,1164.8,1151.74,1151.74,195974000,0,4/26/2005,1151.74,2.89754E+11,31812838524,37484633143,-5671794619,15806468326,1.77421E+11,1.92122E+11,-14701611251,2.2504E+11,2.45413E+11,-20373348283,64714202208,44341046669,20373155539,10.98%,12.94%,-1.96%,62.70%,81.60%,51.20%,5.46%,61.23%,66.31%,-5.07%,54.90%,43.70%,69.60%,77.67%,84.70%,-7.03%,70.60%,85.40%,89.60%,22.33%,15.30%,7.03%,29.40%,14.60%,10.40%
4/19/2005,1145.98,1154.67,1145.98,1152.78,214270000,0,4/19/2005,1152.78,2.83725E+11,31659583674,39235212132,-7575628458,14653108935,1.75692E+11,1.89166E+11,-13474246140,2.22004E+11,2.43054E+11,-21049969557,61720271469,40670590107,21049681362,11.16%,13.83%,-2.67%,56.90%,76.70%,45.80%,5.16%,61.92%,66.67%,-4.75%,66.70%,51.50%,73.10%,78.25%,85.67%,-7.42%,56.90%,76.70%,84.60%,21.75%,14.33%,7.42%,43.10%,23.30%,15.40%
4/12/2005,1181.21,1190.17,1170.85,1187.76,197983008,0,4/12/2005,1187.76,2.80636E+11,29413754724,37854565644,-8440810920,12058262372,1.75141E+11,1.8913E+11,-13989852468,2.16612E+11,2.39043E+11,-22430722776,64023234940,41592215224,22431019716,10.48%,13.49%,-3.01%,45.10%,69.90%,42.30%,4.30%,62.41%,67.39%,-4.99%,58.80%,47.60%,70.40%,77.19%,85.18%,-7.99%,45.10%,67.00%,78.80%,22.81%,14.82%,7.99%,54.90%,33.00%,21.20%
